,,text,mentions,choose_one,class_label,,,
70,0,How much money should you raise? What are the attributes of an A+ founding team? What are the ‘tells’ of good Founder-VC fit? We partnered with @ReidHoffman to share the fundraising advice he’s picked up as a partner @GreylockVC and cofounder @LinkedIn https://t.co/9lvorre3q0,"[{'screen_name': 'reidhoffman', 'name': 'Reid Hoffman', 'id': 10078, 'id_str': '10078', 'indices': [144, 156]}, {'screen_name': 'GreylockVC', 'name': 'Greylock Partners', 'id': 41003633, 'id_str': '41003633', 'indices': [217, 228]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [243, 252]}]",,2,,,
71,0,"Professor Peter Cappelli's latest @LinkedIn article explores an @IBM report he co-authored on the company's survey of more than 2,000 CHROs from around the world that examines how #CEOs #CHROs view the future differently https://t.co/XK73Y6A5Oq #humanresources","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [34, 43]}, {'screen_name': 'IBM', 'name': 'IBM', 'id': 18994444, 'id_str': '18994444', 'indices': [64, 68]}]",,2,,,
72,0,"A huge THANK YOU to our friends at @LinkedIn and our host @halverk for a great platform immersion session. Also, to ALL the team for such great questions - keep them coming!! https://t.co/NvMGbM0xJd","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [35, 44]}, {'screen_name': 'halverk', 'name': 'Katja Halverson', 'id': 24327610, 'id_str': '24327610', 'indices': [58, 66]}]",,2,,,
73,0,Companies are getting new data from @LinkedIn. Talent Insights provides detailed reports on talent pool skills and other characteristics ... for an undisclosed fee https://t.co/epVr14D20J #employment,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [36, 45]}]",,2,,,
74,0,"""Selling to C-Level Executives - Podcast"" https://t.co/eD0rEd2LDl by @marksasmith on @LinkedIn #salestip #SellingDisruption","[{'screen_name': 'marksasmith', 'name': 'Mark S A Smith', 'id': 40930985, 'id_str': '40930985', 'indices': [69, 81]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [85, 94]}]",,2,,,
75,0,"#Chicago #Asset #Available!
See my @LinkedIn
Profile!
https://t.co/E7Xf6EPf0e","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [35, 44]}]",,2,,,
76,0,15 #keyaccountmanagement Influencers on @LinkedIn https://t.co/T6KBqrYmho,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [40, 49]}]",,2,,,
77,0,"My genius colleagues invented this amazing new drinking game, it's called #DrinkedIn
Rules: go through your coworkers' @LinkedIn accounts. Everytime someone grossly overstates their role/responsibility have a shot. Bonus: ""Head of"", ""GM"", ""Ninja"", ""Hacker"" count double.","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [119, 128]}]",,2,,,
78,0,Check out my new piece on @LinkedIn #Empowerment #Wisdom #Leadership #LinkedIn https://t.co/kGms2exK4m,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [26, 35]}]",,2,,,
79,0,Look what just arrived. I cant wait to read up about story telling and content marketing. Thanks @LinkedIn #marketing #business #technology #socialmedia #education #linkedin #digitalmarketing #contentmarketing #knowledge https://t.co/ypqz0BYE2m,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [97, 106]}]",,2,,,
80,0,You need @TimSackett on that wall: Your Weekly Dose of HR Tech: @LinkedIn Talent Insights – LI's newest product! https://t.co/kGFwQfF6Mn,"[{'screen_name': 'TimSackett', 'name': 'Tim Sackett SCP,SPHR', 'id': 19343643, 'id_str': '19343643', 'indices': [9, 20]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [64, 73]}]",,2,,,
81,0,New LinkedIn Features in Office 365 Help You Build Relationships and Better Collaborate https://t.co/AEBRIq2WfC via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [116, 125]}]",,2,,,
82,0,#BigData Helps You Use @LinkedIn Sponsored Content Competitively.  (SmartData Collective)  https://t.co/kuK9gr7zLt https://t.co/NIQxqBMwZx,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [23, 32]}]",,2,,,
83,0,Are you starting a #business #transformation? Got a premium @linkedin account? Then check out my training course for leading #businessagility https://t.co/fJMa7BIM86 https://t.co/RMl4ooujdR,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [60, 69]}]",,2,,,
84,0,New LinkedIn Features in Office 365 Help You Build Relationships and Better Collaborate https://t.co/QXiXODwutS via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [116, 125]}]",,2,,,
85,1,"Hey @LinkedIn , I just got an offer from your site to get free premium access for a month but when I signed up, it deducted $29.99 from my #Paypal !! 
Are you guys scamming people ? Cancel it and refund me my money !! https://t.co/TSn5isCDSl","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [4, 13]}]",,2,,,
86,0,New LinkedIn Features in Office 365 Help You Build Relationships and Better Collaborate ツ #linkedin #microsoft #office https://t.co/nNeti1i0Mx via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [147, 156]}]",,2,,,
87,0,"Funktioniert eigentlich ein #Hashtag in einem Postingbeitrag auf @LinkedIn? Bei mir sind diese jeweils NIE klickbar, im Unterschied zu den Verlinkungen. Was meint die #LinkedIn-Expertin @EricaKessler1 ? ;-)","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [65, 74]}, {'screen_name': 'EricaKessler1', 'name': 'Erica Kessler', 'id': 1131015584, 'id_str': '1131015584', 'indices': [186, 200]}]",,2,,,
88,0,"I'm reading a how to create content for @LinkedIn Company Pages. These are the key takeaways. 

Post 3-4 times a day.  Be clickbaity. https://t.co/MjFhTwED8u","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [40, 49]}]",,2,,,
89,0,There should be an option of “Tax Payer” on all #socialmedia platforms for users. #justsaying @facebook @Twitter @instagram @Snapchat #social @narendramodi @PMOIndia @LinkedIn,"[{'screen_name': 'facebook', 'name': 'Facebook', 'id': 2425151, 'id_str': '2425151', 'indices': [94, 103]}, {'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [104, 112]}, {'screen_name': 'instagram', 'name': 'Instagram', 'id': 180505807, 'id_str': '180505807', 'indices': [113, 123]}, {'screen_name': 'Snapchat', 'name': 'Snapchat', 'id': 376502929, 'id_str': '376502929', 'indices': [124, 133]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [142, 155]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [156, 165]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [166, 175]}]",,2,,,
90,0,"Enjoyable &amp; #informative day at yesterday’s @LinkedIn Masterclass! Thanks to speaker @Neilsimpson and hosts @Opus4FitOut 

#software #technologies #communications #knowledge #professional #networking https://t.co/2eKiYczzrs","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [48, 57]}, {'screen_name': 'Neilsimpson', 'name': 'Neilsimpson', 'id': 15145088, 'id_str': '15145088', 'indices': [89, 101]}, {'screen_name': 'Opus4FitOut', 'name': 'Opus 4', 'id': 1376895516, 'id_str': '1376895516', 'indices': [112, 124]}]",,2,,,
91,,Hiring rate falls in Chicago according to @LinkedIn jobs report. Here s what people are saying @illinoispolicy https://t.co/2NHn5jED7X,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [42, 51]}, {'screen_name': 'illinoispolicy', 'name': 'Illinois Policy', 'id': 21323251, 'id_str': '21323251', 'indices': [95, 110]}]",,2,,,
92,,"Enjoy more insights from @LinkedIn's Head of Global Diversity, Inclusion &amp; Belonging + key takeaways from our 2018 D&amp;I survey in the 2018 State of D&amp;I report &gt;&gt; https://t.co/4Lfohk7TSi #DiversityAndInclusion #Leadership https://t.co/eHENzi6g9s","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [25, 34]}]",,2,,,
93,,"LinkedIn now has more than 500 million users - you may be missing an opportunity if you aren't including it in your PR initiatives:

Are you making the most of LinkedIn for PR? Here are 5 ways to get started 
https://t.co/wTfbMWVWva @LinkedIn 
#PR #publicrelations #publicity https://t.co/Qj7DpQhgZd","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [233, 242]}]",,2,,,
94,,"@""Next outlines Brexit plans, MPs to bailout £335m NHS hospital after Carillion collapse, and more top news"" https://t.co/YlAEFLtqPb on @LinkedIn","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [136, 145]}]",,2,,,
95,,#SocialSelling a través de @LinkedIn : guía básica➡ https://t.co/MyVQkbUbFt https://t.co/bJamfy2NdN,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [27, 36]}]",,2,,,
96,,#SocialSelling a través de @LinkedIn : guía básica➡ https://t.co/4tmSSIMtYu https://t.co/9911n6Xq4s,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [27, 36]}]",,2,,,
97,,#SocialSelling a través de @LinkedIn : guía básica➡ https://t.co/DmovPF3jkd https://t.co/J4kqqVxC9d,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [27, 36]}]",,2,,,
98,,How Content Marketing Benefits Ad Agency New Business https://t.co/7AX4oi6VQY  via @LinkedIn #ContentMarketing,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [83, 92]}]",,2,,,
99,,"Whether the courses are online or in person, the following website helps employees develop their EQ, leadership, coding, management, and software skills.
#TipTuesday | #Learning | via @LinkedIn
https://t.co/0gWDjnBFOG","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [184, 193]}]",,2,,,
100,,"Hello everyone . Today i've came up with the new #infographic : so What's the Basic difference between #machinelearning and #artificialintelligence see my Github profile for more info on #machinelearning @github profile:https://t.co/NOEc8f500P
@LinkedIn :https://t.co/6u4W6t9K1L https://t.co/kUesW3MpW2","[{'screen_name': 'github', 'name': 'GitHub', 'id': 13334762, 'id_str': '13334762', 'indices': [204, 211]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [244, 253]}]",,2,,,
101,,My entire feed on @LinkedIn is all about the @instagram founder split - wow!,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [18, 27]}, {'screen_name': 'instagram', 'name': 'Instagram', 'id': 180505807, 'id_str': '180505807', 'indices': [45, 55]}]",,2,,,
102,,"Multifamily Update: Rents for the year hit a record high in August, up $2 to $1,412, marking an increase of 3.1% year-over-year. Commercial Property Executive reports:

- @InlandGroup @LinkedIn @CommunityPropertyExecutive #Multifamily #Rent 
https://t.co/w22adsDMx9 https://t.co/jEdXL3FxOM","[{'screen_name': 'InlandGroup', 'name': 'Inland Group', 'id': 52446216, 'id_str': '52446216', 'indices': [171, 183]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [184, 193]}]",,2,,,
103,,"J'ai reçu 6 courriels de Spam ou phishing ou je ne sais quoi de @LinkedIn en 24 heures, me disant ""Hello you appeared in X search bla bla bla"" et quand je clique sur Unsuscribed ça m'amène à des publicités pas rapport! *soupir*","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [64, 73]}]",,2,,,
104,,The Honest Cost of Bad Leadership | https://t.co/Q1URbTjWp1 (via @LinkedIn),"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [65, 74]}]",,2,,,
105,,"Our September gathering of #ux opps currently includes #design, #fed, #research, and #content roles at —

@asana
@BoostedBoards
@coinbase
@Dropbox
@eBay
@github
@konradgroup
@LinkedIn
@MailChimp
@MonikerSF
@PayPal
@RGA
@Shopify
@Sonos
@squarespace
@Twitter
@WarbyParker
@workandco","[{'screen_name': 'asana', 'name': 'Asana', 'id': 202886242, 'id_str': '202886242', 'indices': [106, 112]}, {'screen_name': 'BoostedBoards', 'name': 'Boosted', 'id': 545821170, 'id_str': '545821170', 'indices': [113, 127]}, {'screen_name': 'coinbase', 'name': 'Coinbase', 'id': 574032254, 'id_str': '574032254', 'indices': [128, 137]}, {'screen_name': 'Dropbox', 'name': 'Dropbox', 'id': 14749606, 'id_str': '14749606', 'indices': [138, 146]}, {'screen_name': 'eBay', 'name': 'eBay', 'id': 19709040, 'id_str': '19709040', 'indices': [147, 152]}, {'screen_name': 'github', 'name': 'GitHub', 'id': 13334762, 'id_str': '13334762', 'indices': [153, 160]}, {'screen_name': 'konradgroup', 'name': 'Konrad Group', 'id': 89274412, 'id_str': '89274412', 'indices': [161, 173]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [174, 183]}, {'screen_name': 'MailChimp', 'name': 'MailChimp', 'id': 14377870, 'id_str': '14377870', 'indices': [184, 194]}, {'screen_name': 'MonikerSF', 'name': 'Moniker SF', 'id': 582373805, 'id_str': '582373805', 'indices': [195, 205]}, {'screen_name': 'PayPal', 'name': 'PayPal', 'id': 30018058, 'id_str': '30018058', 'indices': [206, 213]}, {'screen_name': 'RGA', 'name': 'R/GA', 'id': 17023762, 'id_str': '17023762', 'indices': [214, 218]}, {'screen_name': 'Shopify', 'name': 'Shopify', 'id': 17136315, 'id_str': '17136315', 'indices': [219, 227]}, {'screen_name': 'Sonos', 'name': 'Sonos', 'id': 16727022, 'id_str': '16727022', 'indices': [228, 234]}, {'screen_name': 'squarespace', 'name': 'Squarespace', 'id': 14319981, 'id_str': '14319981', 'indices': [235, 247]}, {'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [248, 256]}, {'screen_name': 'WarbyParker', 'name': 'Warby Parker', 'id': 77527412, 'id_str': '77527412', 'indices': [257, 269]}, {'screen_name': 'workandco', 'name': 'Work & Co', 'id': 1398529489, 'id_str': '1398529489', 'indices': [270, 280]}]",,2,,,
106,,"Today's #TCMSocialMediaFastFact

Information per @LinkedIn @kyleemarie27

Are you creating #LinkedIn videos? 

If not, you could be missing out on a great way to increase your online engagement.

#socialmedia https://t.co/pY4YeBn1L7","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [49, 58]}, {'screen_name': 'kyleemarie27', 'name': 'Kylee Lessard', 'id': 268980425, 'id_str': '268980425', 'indices': [59, 72]}]",,2,,,
107,,"#GHC18 tips: Opportunity is around every corner! You never know who you might meet while waiting in line for coffee, or who might be next to you at the keynote. Be open to opportunities to network and follow your new connections on @LinkedIn!","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [232, 241]}]",,2,,,
108,,"Despite the dreary weather on the East Coast, it's #BowTieTuesday &amp; that makes everything better! Another #BowTieTuesday first, this week's spotlight doesn't have a Twitter. Connect with him on @LinkedIn!

Luke Greeley

https://t.co/IsJfC9wNBM

#bowtiED

https://t.co/XbJXqij1Q8 https://t.co/Kfq598ts7F","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [198, 207]}]",,2,,,
109,,Get More Fans and Followers with #Livestories by @SusanGilbert on @LinkedIn - #smm https://t.co/plBQg7mruj,"[{'screen_name': 'SusanGilbert', 'name': 'Susan Gilbert', 'id': 17089843, 'id_str': '17089843', 'indices': [49, 62]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [66, 75]}]",,2,,,
110,,"CoB Students: Do you want to build or enhance your @LinkedIn presence?  Per @SouthLaDoc’s  invitation,  join her class this Thursday! Thank you Dr. Rey for extending this opportunity to all students and thank you Ms. Simms for engaging with our students! https://t.co/UsetY6FfjQ","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [51, 60]}, {'screen_name': 'SouthLaDoc', 'name': 'Dr. Melanie Powell', 'id': 15737069, 'id_str': '15737069', 'indices': [76, 87]}]",,2,,,
111,,"""Digital Society and AI progress in 30 countries."" https://t.co/4l4c5HQony de @mcdonough_frank en @LinkedIn","[{'screen_name': 'mcdonough_frank', 'name': 'frank a. mcdonough', 'id': 927585830, 'id_str': '927585830', 'indices': [78, 94]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [98, 107]}]",,2,,,
112,,Get More Fans and Followers with #Livestories by @SusanGilbert on @LinkedIn - #smm https://t.co/XXZPaUTunC,"[{'screen_name': 'SusanGilbert', 'name': 'Susan Gilbert', 'id': 17089843, 'id_str': '17089843', 'indices': [49, 62]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [66, 75]}]",,2,,,
113,,"Have you heard about #NewOpsDays where the focus is on modern #Ops practices including #SRE. First one in San Jose, 10/10 with talks from @Disney and @Linkedin (its FREE).  More cities coming soon.  Brought to you by @Splunk, @Rundeck and @DEVOPSINST.   
https://t.co/g4li1C4mGf https://t.co/V2AYv37e24","[{'screen_name': 'Disney', 'name': 'Disney', 'id': 67418441, 'id_str': '67418441', 'indices': [138, 145]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [150, 159]}, {'screen_name': 'splunk', 'name': 'Splunk', 'id': 12447792, 'id_str': '12447792', 'indices': [217, 224]}, {'screen_name': 'Rundeck', 'name': 'Rundeck', 'id': 224495436, 'id_str': '224495436', 'indices': [226, 234]}, {'screen_name': 'DEVOPSINST', 'name': 'DevOps Institute', 'id': 2831699765, 'id_str': '2831699765', 'indices': [239, 250]}]",,2,,,
114,,"The LinkedIn Workforce Report showed a slight decline in hiring in Detroit. See more insights into hiring trends, the skills gap and worker migration in the region.

- @LinkedIn | #Detroit #Workforce #Hiring #skillsgap #economy 
https://t.co/fypM5VRdEQ https://t.co/qHYdz3eSRw","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [168, 177]}]",,2,,,
115,,"If you want to know more about my previous industry experience, check out my @LinkedIn profile, let's connect! 

Click here 👉 https://t.co/oqee1uXnEn 👈

#restaurant #serviceengineer #cateringengineer #cateringspares #foodservice https://t.co/Bp7UAVxu1S","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [77, 86]}]",,2,,,
116,,"Me: Finalizes digital advertising instructions. Smiles, presses send. Checks inbox to see, “New Feature” email from @LinkedIn. Panics, looks at document, which now needs an entirely new section. Sigh. Oh, the life of a social media marketer 😬","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [116, 125]}]",,2,,,
117,,"Retrouvez mon actualité parlementaire et professionnelle sur @LinkedIn https://t.co/vE6Huz8HyP
J'auditionne cet après-midi des représentants des Comités professionnels de développement économique pour mon rapport sur le budget du com. extérieur
cc @Republicains_An @AssembleeNat","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [61, 70]}, {'screen_name': 'Republicains_An', 'name': 'Les Républicains An', 'id': 2881158561, 'id_str': '2881158561', 'indices': [248, 264]}, {'screen_name': 'AssembleeNat', 'name': 'Assemblée nationale', 'id': 242694507, 'id_str': '242694507', 'indices': [265, 278]}]",,2,,,
118,,"We are now up and running on @LinkedIn (it's about time, we know). Search for 'Onefish Comms' on Linked In or tap just here https://t.co/h1TdFWmkx6 #adult2adult","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [29, 38]}]",,2,,,
119,,".@LinkedIn's Talent Insights shows an impressive amount of power brought to bear through a simple, logical interface. #HR #Recruiting https://t.co/I8JgXyOsxv","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [1, 10]}]",,2,,,
120,,At The @TimSackett Project: Your Weekly Dose of HR Tech: @LinkedIn Talent Insights – LI's newest product! https://t.co/HnpEBep7Pi,"[{'screen_name': 'TimSackett', 'name': 'Tim Sackett SCP,SPHR', 'id': 19343643, 'id_str': '19343643', 'indices': [7, 18]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [57, 66]}]",,2,,,
121,,New LinkedIn Features in Office 365 Help You Build Relationships and Better Collaborate https://t.co/OzTRAyhpT8 via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [116, 125]}]",,2,,,
122,,My favorite part about being a member of @LinkedIn is receiving unsolicited phone calls from people who don't understand my work asking if I'm interested in jobs I'm not qualified for,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [41, 50]}]",,2,,,
123,,"""CLEAN SHOPPING CENTERS MATTER"" https://t.co/D10ubeITN4 by @ruckerdoug on @LinkedIn","[{'screen_name': 'RuckerDoug', 'name': 'Doug Rucker', 'id': 983764579, 'id_str': '983764579', 'indices': [59, 70]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [74, 83]}]",,2,,,
124,,LinkedIn presenta Talent Insights en Mexico https://t.co/bBKw4QalAt @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [68, 77]}]",,2,,,
125,,"Our own Bob Brunkow, Sherry Nebel and Marcia Steele Hoover sharing experience and insider tips with @MurrowCollege @WSUVancouver students about how to succeed in their future #stratcom career! (Hint:@LinkedIn is your powerful, connected friend.) #MurrowInAction https://t.co/oFTMUuNYBU","[{'screen_name': 'MurrowCollege', 'name': 'Murrow College WSU', 'id': 21070858, 'id_str': '21070858', 'indices': [100, 114]}, {'screen_name': 'WSUVancouver', 'name': 'WSU Vancouver', 'id': 18030695, 'id_str': '18030695', 'indices': [115, 128]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [199, 208]}]",,2,,,
126,,Hi @LinkedInHelp @LinkedIn! My messages aren’t loading on a desktop or through the app. Is there an ETA for when this will be corrected? I am getting email notifications but that’s about it! Thank you for the help! https://t.co/G1jW9saeEn,"[{'screen_name': 'LinkedInHelp', 'name': 'LinkedIn Help', 'id': 252792134, 'id_str': '252792134', 'indices': [3, 16]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [17, 26]}]",,2,,,
127,,"All job providing operators are just fake,they are just making fools to all @Naukri @timesjobsdotcom @ShineJob @LinkedIn","[{'screen_name': 'Naukri', 'name': 'Naukri', 'id': 15956894, 'id_str': '15956894', 'indices': [76, 83]}, {'screen_name': 'timesjobsdotcom', 'name': 'TimesJobs', 'id': 24204657, 'id_str': '24204657', 'indices': [84, 100]}, {'screen_name': 'ShineJob', 'name': 'Lil ShineJob🕶️', 'id': 1050455592, 'id_str': '1050455592', 'indices': [101, 110]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [111, 120]}]",,2,,,
128,,"According to @JillPante of @UDLernerCollege career services, @LinkedIn is definitely worth your time when you devote consistent energy to using it proactively! https://t.co/s2YoOWDkTt","[{'screen_name': 'JillPante', 'name': 'Jill Gugino Pante', 'id': 378701293, 'id_str': '378701293', 'indices': [13, 23]}, {'screen_name': 'UDLernerCollege', 'name': 'Lerner College', 'id': 704411305747283969, 'id_str': '704411305747283969', 'indices': [27, 43]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [61, 70]}]",,2,,,
129,,#SMM - 5 Key Habits Of Successful #SocialMedia Managers https://t.co/RGVMPrvctC on @linkedin by @tonyrestell https://t.co/I7Hu5v57v7,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [83, 92]}, {'screen_name': 'tonyrestell', 'name': 'Tony Restell', 'id': 20781546, 'id_str': '20781546', 'indices': [96, 108]}]",,2,,,
130,,"@""Multiple sclerosis, a treatable disease"" https://t.co/KiwYLPnuaJ on @LinkedIn","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [70, 79]}]",,2,,,
131,,"So after spending hundreds of pounds for @linkedin sales navigator, I’m now suddenly unable to see profiles and told there’s another level to upgrade to!? 

So disappointed in Linkedin and will certainly begin looking for an alternative data source","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [41, 50]}]",,2,,,
132,,"🤖 @LinkedIn co-founder @reidhoffman establishes a new chair to study what AI means for humanity at @UofT’s @iSchoolToronto. https://t.co/l7NHgHrsAq 

#ischool #linkedin #uoft #uoftalumni","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [2, 11]}, {'screen_name': 'reidhoffman', 'name': 'Reid Hoffman', 'id': 10078, 'id_str': '10078', 'indices': [23, 35]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [99, 104]}]",,2,,,
133,,It's Not Rocket Science It's @TimSackett Your Weekly Dose of HR Tech: @LinkedIn Talent Insights – LI's newest product! https://t.co/XZwVjpPxwN,"[{'screen_name': 'TimSackett', 'name': 'Tim Sackett SCP,SPHR', 'id': 19343643, 'id_str': '19343643', 'indices': [29, 40]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [70, 79]}]",,2,,,
134,,¿Cómo aprovechar mejor @LinkedIn? → https://t.co/0YWqabY8WD https://t.co/RJ8bHydDJ7,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [23, 32]}]",,2,,,
