,index,choose_one,class_label,created_at,id,json,mentions,source,text,username,predictions,probabilities
234,229,neutral,0,Mon Oct 01 05:21:30 +0000 2018,1046631168907587584,,,united,3 out of my 4 flights this weekend landed early. Thanks for being so efficient @united 👏🏼 #RealMVP,aguske,0,0.4889624583625233
235,230,neutral,0,Mon Oct 01 05:19:53 +0000 2018,1046630761217085440,,,united,We were all set to fly to New York yesterday but @AerLingus booked us on a @united flight from Naples which didn’t exist. @&amp;£x! We then rushed to Rome with all our luggage to get a flight from Rome but then @AerLingus told us that rome flight was sold out. &amp;)@:!,limonatalounge,0,0.3314308213819383
236,231,neutral,0,Mon Oct 01 04:57:48 +0000 2018,1046625202170400769,,,united,Hey @Delta and @united wtf is with this basic economy crap? GET RID OF IT. We all know it’s a scam. Stop fleecing your customer. Fire the asshole MBA who came up with the idea,bo_lives,1,0.5035503337223289
237,232,neutral,0,Mon Oct 01 04:51:57 +0000 2018,1046623732532314112,,,united,This 4+ hour delay is ridiculous! Planned to be home early so I could get some sleep before work 😡 ridiculous @united,LizzieeeCheung,0,0.4617857161205465
238,233,neutral,0,Mon Oct 01 04:45:02 +0000 2018,1046621992089051136,,,united,Crossing my fingers &amp; praying hard that @united lowers the flight to Denver for this weekend so I can hug @JakeVering thnx,mcabee_ashley,0,0.4684151181024484
239,234,neutral,0,Mon Oct 01 04:40:30 +0000 2018,1046620849053126657,,,united,"Always a dicey proposition if your flight is going to take off on time from SFO to SoCal on any given day, but it’s fantastic when it’s 20 min early for the second time this season. Yay @United SFO-BUR. #RaiderNation",TheSveed,1,0.578848352203324
240,235,neutral,0,Mon Oct 01 04:27:05 +0000 2018,1046617474924347392,,,united,Honestly fuck @united they wouldn’t let me bring my carry on when it’s literally the perfect size to fit on any other airline overhead compartment I’m stuck in Denver till 7 am because i missed the check in time by 2 mins,__kassafrass,0,0.3733147264730493
241,236,neutral,0,Mon Oct 01 03:08:15 +0000 2018,1046597634893459461,,,united,"You will find the worst customer service only at @united, I have been trying to get my miles back for a cancelled award for more than 2 months and still counting... MileagePlus team can't help, transferred to Premier 1K CS and nothing, then to the regular CS and so on...",fedechat,1,0.7079680313092366
242,237,neutral,0,Mon Oct 01 03:08:04 +0000 2018,1046597589435437056,,,united,"To cap off this emotionally draining football Sunday on a positive note, got upgraded for my @united flight home SFO-BUR. ✈️  yaaassss!",TheSveed,0,0.35995229309231086
243,238,neutral,0,Mon Oct 01 02:55:09 +0000 2018,1046594336295714816,,,united,"After a 3.5hr delay, I’m going to sleep. Good night! @united 😴 https://t.co/0eaiK8t8XZ",LiveandLetsFly,0,0.3087246700421325
244,239,neutral,0,Mon Oct 01 02:36:05 +0000 2018,1046589539295223808,,,united,Blow my head off. I can't recall answer to security question on my @MileagePlus card from 7 years ago that has no correct option. 1.4 million miles (spent dollars) on my @United @MileagePlus card and I've been transferred to 6 different people in the Philippines. STILL HOLDING!!!,MeredithSLynn,1,0.743991364354779
245,240,neutral,0,Mon Oct 01 02:27:54 +0000 2018,1046587480416358401,,,united,"Stranded in GB because @united couldn’t staff their flights. 3 hours later, no compensation offered. Terrible customer service in person and on phone. Tell me why you treat your customers so poorly. @SouthwestAir you’re so much better!",meghan_cllns,1,0.7372779143429085
246,241,neutral,0,Mon Oct 01 02:26:26 +0000 2018,1046587111950995461,,,united,Charging money to select your seat after paying for a ticket? Fuck @united airlines. What's next? Charging to use the bathrooms?,Stephen_from_NY,0,0.4308125262760285
247,242,neutral,0,Mon Oct 01 02:19:55 +0000 2018,1046585471747256326,,,united,"Basically, if there’s a seat on your aircraft that is broken, that seat shouldn’t be sold. @united",jenneraub,0,0.43089899696915596
248,243,neutral,0,Mon Oct 01 02:17:47 +0000 2018,1046584935757172736,,,united,"To me, an arm rest is important for the seat being comfortable to sit in. Without one, it is highly uncomfortable and is not really delivering on what I expect to have included in the cost of my fare. @united https://t.co/b3DupJ0a1q",jenneraub,0,0.48658533963326345
249,244,neutral,0,Mon Oct 01 02:16:38 +0000 2018,1046584642596270081,,,united,"Its a race for the king!
@Camila_Cabello
@camilacabello
@CamilaCabelloBR
@Maserati_HQ
@Ferrari @MercedesAMG
@RollsRoyceMedia
@astonmartin
@united
@SouthwestAir
@VirginAirUST
@BBMAs
@AMAs
@youtubemusic
@AppleMusic
@SonyMusicGlobal
@WORLDMUSICAWARD

https://t.co/dArry7jqR6",TravisSearles3,0,0.399127549259935
250,245,neutral,0,Mon Oct 01 02:16:13 +0000 2018,1046584540234301440,,,united,"I think when you get an airplane seat with something broken (eg, no arm rest), @united should reimburse you for part of your flight. https://t.co/5he3NDkUdx",jenneraub,0,0.49761730959663536
251,246,neutral,0,Mon Oct 01 02:12:15 +0000 2018,1046583542619230213,,,united,"Another @united classic. High on an upgrade list. Sitting in a middle seat. 2 off duty crew members roll by with bags with crew tag on it, from their back seats, to their all new first class seats. love being out ranked by a free flier . So much for status/loyalty #United ua2015",jlumski,0,0.1462472264345332
252,247,neutral,0,Mon Oct 01 02:06:56 +0000 2018,1046582202555944960,,,united,"One of these days @united won't have busted in flight entertainment, but not this day.  I almost feel like they're as bad as @mcdonalds with their ice cream machines.",tradiuz,0,0.39692128726429693
253,248,neutral,0,Mon Oct 01 01:57:41 +0000 2018,1046579876701110275,,,united,Well done @united staff at D18 (IAD) helping get people to their connections. One agent was even CALLING GATES to advise them passengers were on their way. #service,JamesVachon,0,0.42880431165209393
254,249,neutral,0,Mon Oct 01 01:49:57 +0000 2018,1046577931005382657,,,united,"Well and truly disappointed with @united Polaris Dining at Newark. 9.35pm and the dining room is closed, the buffet is poorly stocked and flight is delayed until 1am. #poorservice",samchamberlain,0,0.4733159967190792
255,250,neutral,0,Mon Oct 01 01:41:58 +0000 2018,1046575918817439744,,,united,"Thanks to @United for rebooking my connection _onto another airline_ to make sure I got home last night. The bags didn't make the transfer, but that's fine. @AmericanAir delivered them this afternoon. Delays happen, pleased with the service. https://t.co/wYX2o57c5N",AndySchmiechen,0,0.4868162797151184
256,251,neutral,0,Mon Oct 01 01:40:15 +0000 2018,1046575489853411328,,,united,"Terrible customer service @united flight delayed from Austin to Houston making 50+ people miss connections, and you have 1 person working behind the counter. Zero stars. https://t.co/HpD6Pw4L2M",GrahamCheese54,1,0.6523689230150979
257,252,neutral,0,Mon Oct 01 01:36:35 +0000 2018,1046574563683966977,,,united,Ustedes igual son unos jodidos @united,gerardolopez98,0,0.4156136241100892
258,253,neutral,0,Mon Oct 01 01:36:27 +0000 2018,1046574533841485825,,,united,"Flew @Delta out to the wedding. Flying with @united to get back home, and the attendant at O’hare was texting and on the phone laughing about her after work plans with a coworker while “helping” me. “You ready yet?,” she asked. 🙄#shouldhaveflownDelta",ashleymstevens,0,0.34493988628539174
259,254,neutral,0,Mon Oct 01 01:31:21 +0000 2018,1046573249923084289,,,united,"I'm standing outside @EWRairport terminal C gate 130 and it's like the third world. Deplaning on stairs, waiting in line for gate checked bags, then have to board a bus. Is this a hub in 2018 @United? https://t.co/xV2RPoxcjP",NJDavidD,1,0.5054433158052232
260,255,neutral,0,Mon Oct 01 01:23:42 +0000 2018,1046571322124513280,,,united,"This is the glamorous life of business travel. Sitting on the tarmac for 45 min ""in line"" at ORD in a @United 145 headed to TUL.  Lol",ccie5851,0,0.3003771299687681
261,256,neutral,0,Mon Oct 01 01:20:47 +0000 2018,1046570590692397057,,,united,"I just missed my connecting flight to Philly with @united. To be honest, 70% of my annoyance right now has to do with the lack of communication. They’d update us with information several minutes after the issue began.",adesola_oje,1,0.5956838344766284
262,257,neutral,0,Mon Oct 01 01:20:04 +0000 2018,1046570407057399809,,,united,"40 airports. 13 countries. 6 continents. On 10/2, airport workers are holding worldwide demonstrations to put airlines like @united on notice calling for fair wages, union rights, &amp; safe workplaces in every country. https://t.co/R94XtwhgTu #PovertyDoesntFly #UnionsForAll https://t.co/RMVAR5r67l",fightfor15texas,0,0.3212536593733904
263,258,neutral,0,Mon Oct 01 01:12:04 +0000 2018,1046568396891082753,,,united,Thank You @united FL1890 for diverting us to SC. Thx for the cheap $10 food vouchers. Thx for not putting  the repair part on 7pm out of Chi. Thx for delaying next Chi flight till 10:30...not putting me back home in Tampa till 1am instead of 5pm https://t.co/W32y10ZYvo,lane1028,0,0.47322115421695005
264,259,neutral,0,Mon Oct 01 01:08:47 +0000 2018,1046567567937028097,,,united,"Have you heard ‘J.E.B MIX @UNITED ONE Vol.02 (WE LOVE VOCAL EDM)’ by TRIGGERS MUSIC on #SoundCloud? #np https://t.co/JXsPVsIsjj 요일바센세...,",plz_mudkarain,0,0.19773975474022698
265,260,neutral,0,Mon Oct 01 00:59:50 +0000 2018,1046565315079954433,,,united,My flight has now been delayed 5 times! Was supposed to leave at 4:15 and now is “estimated” to leave at 9:28. I understand weather delays but this is just ridiculous! I will never fly @united again!,MSW924,1,0.5945054430609686
266,261,neutral,0,Mon Oct 01 00:53:07 +0000 2018,1046563628219060224,,,united,"The practice of #overbooking by the airlines is anti-consumer. Some airlines own the problem and try to turn in into a positive, @Delta. Others punish the customer for this nefarious practice, @united.  Overbooking needs to end. #OverbookingSucks #DontFlyUnited",BrianNewberry,0,0.36670935074615046
267,262,neutral,0,Mon Oct 01 00:52:08 +0000 2018,1046563379555573764,,,united,Back in CO! #coolweather #sunset #fallnights @united @ Denver International Airport https://t.co/BTrxMjMWWZ,Coach_T5,0,0.4122027197555244
268,263,neutral,0,Mon Oct 01 00:47:27 +0000 2018,1046562198871580673,,,united,"Ahem @united 
Do it and be a champ to the people tonight https://t.co/opBFHODHe5",Ballooonknots,0,0.41123848394584817
269,264,neutral,0,Mon Oct 01 00:44:40 +0000 2018,1046561498317967367,,,united,"Okay @United - Please start issuing hotel vouchers for flight 1890, diverted to Charleston. The one with mechanical probs, met by firefighters, already delayed out of Newark due to a cracked windshield. Replacement parts are dribbling in one plane at a time. Maybe.",StarzanPlanets,0,0.3002980777110422
270,265,neutral,0,Mon Oct 01 00:42:55 +0000 2018,1046561058918297600,,,united,I’m not calling anyone. They should call me.  This is the problem with your dumpster fire airline- you never take any responsibility for anything. Just mess with your customers.  Terrible .@united https://t.co/cJIzl4ieI3,akoeni,1,0.7668178360203469
271,266,neutral,0,Mon Oct 01 00:38:16 +0000 2018,1046559889441472513,,,united,That’s a lie... .@united ....don’t care to even alert your customers so they could have stayed in the lounge. Instead and AS USUAL you punish everyone with your poor operations.  If you had any good sense - you would call me vs send me your silly form texts for @Twitter ..bad https://t.co/CiiMja1pkQ,akoeni,1,0.7290203457490201
272,267,neutral,0,Mon Oct 01 00:35:45 +0000 2018,1046559254415642626,,,united,"I do buy:
@StellaArtois 
@Sephora 
@united 
@bookingcom 
@CHANEL 
@Dior 
@LouisVuitton 
@LVMH 
@PUMA 
@TAGHeuer 
@FICO @NYSE @Nasdaq @cvpayne",Marie57746959,1,0.6301305510546359
273,268,neutral,0,Mon Oct 01 00:34:19 +0000 2018,1046558897430048768,,,united,"United Airlines Newark customer service 

Me - flight is delayed by a lot and keeps moving later what is the possibility it will be cancelled
Customer Service - it is only delayed 3 hours that is nothing come back when it is over 6 hours. 

Go figure.  @united",Rajagopal284,1,0.8061670358276551
274,269,neutral,0,Mon Oct 01 00:33:35 +0000 2018,1046558709646852097,,,united,"Gee thanks @united app, I'd love to come to gate B38 and board my second flight, but unfortunately gate B38 is in Colorado and I'm stuck on a broken plane in Missouri. Would be nice if your app knew that my first flight was delayed 3+ hours and did something useful like rebook me https://t.co/bRr826LOrj",catrope,1,0.7005528394363795
275,270,neutral,0,Mon Oct 01 00:32:27 +0000 2018,1046558425956503552,,,united,Apparently @Delta would rather seats go empty than offer SkyMiles customers a upgrade on an earlier flight. This is why I fly @united,ArtShitstory,1,0.6104701906294848
276,271,neutral,0,Mon Oct 01 00:32:12 +0000 2018,1046558361368420352,,,united,"Wow, @united . What's up with breaking customers' property when you throw them off planes without reason? Is this what you think of your customers? https://t.co/nMMiVf5yyY",RitaLiLz,0,0.39895383839405646
277,272,neutral,0,Mon Oct 01 00:30:35 +0000 2018,1046557954118471684,,,united,When you haven't flown for a month and need a quick internet search to realize/confirm the @united boarding process has changed!! Pre boarding here I come!!… https://t.co/mdyD01msVB,drakedo,0,0.41972284717493713
278,273,neutral,0,Mon Oct 01 00:29:10 +0000 2018,1046557598323884032,,,united,Rare sight - old Continental plane at PDX @United https://t.co/GgbPUV3fsh,sethvargo,0,0.24365228243261774
279,274,neutral,0,Mon Oct 01 00:25:54 +0000 2018,1046556775451746304,,,united,So what is it @United? Is it weather or maintenance? You can’t even keep your stories straight https://t.co/sDqF7IAcAH,imatthegym,1,0.6913561994841054
280,275,neutral,0,Mon Oct 01 00:23:46 +0000 2018,1046556238555754496,,,united,"fyi @AmericanAir still gives free upgrades to open exit row seats right before boarding if you ask nicely and has TVs/outlets while @united has no outlets, TVs and charges $75 for upgrade right before boarding #helloAA",JoshLeitson,1,0.6251331168906946
281,276,neutral,0,Mon Oct 01 00:15:20 +0000 2018,1046554119484321792,,,united,I’m so sick of hearing “we’re sorry for the delay” @united. And also offering $10 food voucher???? Why don’t you just slap us all in the face...,imatthegym,0,0.3358021684697906
282,277,neutral,0,Mon Oct 01 00:09:03 +0000 2018,1046552537095004162,,,united,Great flight @United - How’s everybody else doing? @HPE @HPE_IoT @Intel @PTC @DeloitteTMT @cbtechinc + custs @TexmarkInc @energyinsights. @IsaacRo_ #IoTTechDays https://t.co/AJPoqvFDpf,fredmcclimans,0,0.20494530544179673
283,278,neutral,0,Mon Oct 01 00:08:05 +0000 2018,1046552292332380160,,,united,"Let’s see...@united inbound flight late, then Brought wrong gas manifest (their announcement) now sitting on tarmac waiting for more paperwork. Connection seems a remote possibility. But @packers won!",lketchersid,0,0.4389117272671676
284,279,neutral,0,Mon Oct 01 00:06:14 +0000 2018,1046551828115181569,,,united,Not sure why @united 6193 is still showing an 8:00 departure. We haven’t even started boarding yet,IDreamInSQL,1,0.779017237624495
285,280,neutral,0,Mon Oct 01 00:03:42 +0000 2018,1046551191348498433,,,united,"Off to Germany!!! (@ Terminal 7 - @united in Queens, NY) https://t.co/qxyfW1uoSj",AcesWithKings,0,0.22721097772170454
286,281,neutral,0,Mon Oct 01 00:01:24 +0000 2018,1046550610454007809,,,united,“Why Planes Crash” @United not the show I want to watch in flight! https://t.co/mVcU0RmRXb,LaraShackelford,1,0.5071446953861553
287,282,neutral,0,Sun Sep 30 23:59:48 +0000 2018,1046550208891564033,,,united,"In a shocking turn of events, @united flight 4478 is delayed again. The only thing that makes this better is them losing my luggage too. #sarcasm #neveragain #iflyswa",MamaFro719,1,0.5827094070966298
288,283,neutral,0,Sun Sep 30 23:54:49 +0000 2018,1046548955062915072,,,united,After almost 10 years of customer loyalty @united has in one swoop betrayed that loyalty. Having asked for changeable tickets over the phone found in the middle of a typhoon when I needed to change them that they were non changeable and non refundable. oops!,nicholaswaln,0,0.4679956914162252
289,284,neutral,0,Sun Sep 30 23:52:11 +0000 2018,1046548294099292160,,,united,25 giornalisti e blogger da ogni parte del mondo alla scoperta della Food Valley dell’Emilia Romagna https://t.co/slXGqhJ8dz @Sestopoterecom @united @hemispheresmag @RobbReport @nick_czap @detroitnews @GregTasker @Forbes @AlexandraKirkm1 @fodorstravel @Torontosun2 @thatTaraNolan,ilLambrusco,0,0.3235033056457637
290,285,neutral,0,Sun Sep 30 23:46:34 +0000 2018,1046546880723738624,,,united,Hey @United learn some cust service from @Delta!! Billings MT completely fogged in all day.  No flights in or out. Delta provides Pizza and Water served by smiling attendants and United does nothing at all. https://t.co/CADwx0ziXi,jetkohli,1,0.5005180387142347
291,286,neutral,0,Sun Sep 30 23:45:54 +0000 2018,1046546711953502214,,,united,"It’s like someone @united wakes up EVERY day and says, “how can we make travel worse for each and every passenger”? And each day, they succeed. #lifegoals #killingit",Jody_Bishop,0,0.41691550438796404
292,287,neutral,0,Sun Sep 30 23:41:44 +0000 2018,1046545662454747136,,,united,"Landed at #ord an hour ago and still on the runway. Why @united why? Also, the WiFi didn’t work on the flight. #grumpypassenger",laurenbwolf,0,0.41229030236506475
293,288,neutral,0,Sun Sep 30 23:35:51 +0000 2018,1046544180661563392,,,united,"Flying with @united on Friday and again today makes me never want to fly again. Terrible customer service, super rude, over booked flight, could not help in regard to accomadating a medical condition.  Just terrible",Dee_Tee7,1,0.6207117049421561
294,289,neutral,0,Sun Sep 30 23:34:43 +0000 2018,1046543895931150338,,,united,"Our flight is delayed again @United ... this is absolutely unacceptable. You can’t even get us a functioning aircraft. But you apologize for the inconvenience, right? We were supposed to leave at 4:20 and now we MAYBE will leave at 8:20. This is ridiculous",imatthegym,1,0.5310536076764322
295,290,neutral,0,Sun Sep 30 23:24:07 +0000 2018,1046541228689567744,,,united,Thank you @united pilot for treating my family like yours! https://t.co/xryAkKNENg,gottosay,0,0.39736500828796345
296,291,neutral,0,Sun Sep 30 23:13:41 +0000 2018,1046538603789254657,,,united,"First world disappointment: I'm buying economy plus ticket, decent on current miles, used to be 1K and @united puts me in group 4 for loading - confused %v\",paul_boos,0,0.363336356041504
297,292,neutral,0,Sun Sep 30 23:09:58 +0000 2018,1046537667553312769,,,united,This is absolutely disgusting from @united get your crap together and get us a plane and to our destination,imatthegym,1,0.5254334082639089
298,293,neutral,0,Sun Sep 30 23:05:50 +0000 2018,1046536628469211136,,,united,But @United will murder your dog https://t.co/AULJc4FHbw,aabeaton,0,0.4672576668560266
299,294,neutral,0,Sun Sep 30 23:02:32 +0000 2018,1046535798668120064,,,united,Thank you @united for giving me a direct flight from Boston to SFO instead of having my original ticket with a transfer at Dulles!,sudomax,0,0.42198947693725647
300,295,neutral,0,Sun Sep 30 23:01:00 +0000 2018,1046535412079038464,,,united,"Eli Manning reminds me of one of those past their prime, flight attendants on @united.",kevinbrennan666,0,0.34898261740140124
301,296,neutral,0,Sun Sep 30 22:59:58 +0000 2018,1046535151071764481,,,united,"I normally brag on you guys but pretty poor performance for @united today in Nashville, on the ground for 30 minutes and still on the plane...ready to see my babies",jr_hand7,0,0.45942066599890397
302,297,neutral,0,Sun Sep 30 22:53:15 +0000 2018,1046533461211848709,,,united,Thank you @united for helping me out when I missed my GSP-&gt;EWR flight. Already going through security and will be on LO18 in no time.,tpluscode,0,0.47629474857364235
303,298,neutral,0,Sun Sep 30 22:46:09 +0000 2018,1046531673876299777,,,united,Just logged back to Twitter after like 4 years to let everyone know how horrible united airlines is. My carry on was forced to check in and charged 30$. I travel the world and this is a first. never again. @united,pauldeastman,0,0.47057058804861995
304,299,neutral,0,Sun Sep 30 22:37:39 +0000 2018,1046529535599144960,,,united,We just landed from SBN➡️ORD @united thank you EDIE from United Express for acknowledging the 1k flyer. You are the best FA 👍 you are keeping the skies friendly ✈️❤️👍✈️ #united #unitedairlines #UA #sbn #ord #sna #friendlyskies #unitedexpress,ndvusc,0,0.46348915168427096
305,300,neutral,0,Sun Sep 30 22:37:27 +0000 2018,1046529483614941186,,,united,PSA to ALL business parties &amp; associates for future reference NEVER book me to fly @united they FORCE me to check a @VictoriasSecret Pink overnight duffle for $30. SCAM AIRLINE!!!! #NEVERAGAIN,DaRealMonieLove,0,0.34821599473977266
306,301,neutral,0,Sun Sep 30 22:18:27 +0000 2018,1046524701672132614,,,united,Thank you so much to @Delta for getting me home in a timely manner!  Something @united could not do!  I will never try to fly another airline again.  #thankyoudelta,karlakay05,1,0.5579807062926371
307,302,neutral,0,Sun Sep 30 22:18:13 +0000 2018,1046524645351071745,,,united,"Hey @united it’s me again. I’m 0 for 2 in lounges this week. In ATL, and no soup for the last 30 min. Just want to grab a hot bite before my flight - but no chance of that!?! Help?!?!",PattiHonacki,1,0.6423638290732754
308,303,neutral,0,Sun Sep 30 22:09:50 +0000 2018,1046522534022311936,,,united,It doesn't get any better than this...having agent tell you that driving to Indy and flying home could work and then learning there was actually a flight from ORD to STL that left when you planned and got you home as expected. Solid work @united  #iflyswa,MamaFro719,1,0.5841539584787843
309,304,neutral,0,Sun Sep 30 22:07:40 +0000 2018,1046521990356426752,,,united,I am on a United flight today out of SLC I guess they @united charges for everything including the TV.  @Delta entertainment is free. https://t.co/vyXADOSCll,jayrbean,0,0.29878643413564626
310,305,neutral,0,Sun Sep 30 22:07:36 +0000 2018,1046521973214511104,,,united,"#AmChamGT felicita a @united Airlines por sus 30 años de operaciones en Guatemala, conectando día a día al país con diversos destinos. ¡Felicidades por su aniversario! https://t.co/H6uwLDgLKX",AmchamGT,0,0.17479348734552494
311,306,neutral,0,Sun Sep 30 22:07:16 +0000 2018,1046521888799961090,,,united,"Our honeymoon is booked! Thank you @united, @HiltonHonors @SouthwestAir for making our bookings quick and easy! @gohawaii here we come!!",didjahierme,0,0.20694081379687676
312,307,neutral,0,Sun Sep 30 22:05:07 +0000 2018,1046521348787490816,,,united,"40 airports. 13 countries. 6 continents. On 10/2, airport workers are holding worldwide demonstrations to put airlines like @united on notice calling for fair wages, union rights, &amp; safe workplaces in every country. https://t.co/BrEu22VyEi #PovertyDoesntFly #UnionsForAll https://t.co/qvPuVPyHas",Fightfor15LA,0,0.3212536593733904
313,308,neutral,0,Sun Sep 30 21:59:58 +0000 2018,1046520052651098112,,,united,Fist bump the @united pilot before takeoff ✅ https://t.co/ofLJguvAK0,BrynAvery,0,0.4753300613833042
314,309,neutral,0,Sun Sep 30 21:59:14 +0000 2018,1046519869095665664,,,united,I really hate plane delays...Especially when they have no real reason! Got this notification after the flight was delayed 2 other times! First and probably only time I’ll be flying @united https://t.co/0Uh26YjsHu,MSW924,1,0.5300423054203532
315,310,neutral,0,Sun Sep 30 21:57:17 +0000 2018,1046519375854018561,,,united,"On my way to my flight, I decided to check the @united app. my boarding pass was gone (checked in last night after txt notification.) flight canceled...granted, replaced with another flight at same time, but no notice to re-check in. No notification at all.",FSGDevon,1,0.558064879936502
316,311,neutral,0,Sun Sep 30 21:56:11 +0000 2018,1046519101059944448,,,united,Hey @united this is the face of complete ignorance and mismanagement on UA6240. He wanted to show gate agent who owns the world and kept coming up with lame excuses why not to close the flight. True Reason he was late for his flight boarding and flight boarded without him. https://t.co/M07buYDAqi,atomium_NJ,1,0.5374741063250574
317,312,neutral,0,Sun Sep 30 21:52:59 +0000 2018,1046518295443238912,,,united,Leave it to @united to ignore a couple of newlyweds with a chance for a generous upgrade. We will make different choices in the future.,mdnowell,0,0.40287592116448057
318,313,neutral,0,Sun Sep 30 21:49:35 +0000 2018,1046517437863145472,,,united,Another delay @United — unreal. Absolutely ridiculous. I’m doing anything I can to never fly United again. Every time is a complete hassle,imatthegym,1,0.5208149698280649
319,314,neutral,0,Sun Sep 30 21:47:39 +0000 2018,1046516951961538562,,,united,"1st a flight with no aircon, now a flight with a bad tire. Thanks for shaving 10 hours off my mini-vacation @united. #1K",Spatziano,0,0.4042441067441624
320,315,neutral,0,Sun Sep 30 21:45:15 +0000 2018,1046516348543782912,,,united,⁦@United⁩ Airbus A319 is heading out for a flight to Chicago as flight number 2311. https://t.co/wbGiXek3Sk,TylerCoolGuy88,0,0.44454256229477096
321,316,neutral,0,Sun Sep 30 21:44:44 +0000 2018,1046516218226716674,,,united,"Estos TCP de @united en SFO si que tienen onda 🕺💃🎶 #workhardplayhard
@weareunited https://t.co/HPukl0QZIs",xoffpoppe,0,0.3859024146010631
322,318,neutral,0,Sun Sep 30 21:41:05 +0000 2018,1046515298092961793,,,united,Starting to think I'm cursed bc every time I fly through DTW I end up w a 2+ hr delay (thx @united) but at least this time I got to check out the #Queenoftheskies being loaded up. https://t.co/cNyrVUi8Dj,alisonhgoh,0,0.3796734812722645
323,319,neutral,0,Sun Sep 30 21:36:47 +0000 2018,1046514215958114304,,,united,"Why did we not get the best available option for travel after missing our flight? Does @United also have an algorithm for offering both a confirmed flight and standby position, or did we just get crappy service? 

#airlines #businesstravel #FlyUnited https://t.co/6u6NyOmJNR",ResistSunset,1,0.6071467894872127
324,320,neutral,0,Sun Sep 30 21:35:11 +0000 2018,1046513814546526208,,,united,"This went down on @united airlines!! 
#unitedAIRLINES RACIST shenanigans!!?
@RealDLHughley 
@sinbadbad 
@PamGrier 
@EddieGriffinCom 
@Direct7E 
@barbs73 
@LindseyPHorvath 
@AP 
@RevJJackson 
@Direct7E 
@MsTammiMac 
@AttorneyCrump https://t.co/e2SNxnX4Vc",Direct7E,0,0.4331728402613401
325,321,neutral,0,Sun Sep 30 21:34:49 +0000 2018,1046513724083834938,,,united,Got a 3hr @united flight ahead of me. Not the most reassuring of tv program offerings. https://t.co/r5oY2KMkqm,Kasdorf,0,0.31776542461399376
326,322,neutral,0,Sun Sep 30 21:33:35 +0000 2018,1046513412396716032,,,united,So @united if my flight is delayed because of gate availability but the incoming fight landed 4 hours before ... what’s actually going on? https://t.co/WyTC5FBplx,RamanaRames,1,0.7297808213415691
327,323,neutral,0,Sun Sep 30 21:28:10 +0000 2018,1046512048182452224,,,united,"#unitedairlines up to racist shenanigans again! 
📣 @united keep comin up with excuses..Where's black man #United had removed from Houston✈flight? 
@RevJJackson 
@rolandsmartin 
@kjlhfrontpage 
@AP 
@barbs73 
@washingtonpost 
@RepKarenBass 
@LindseyPHorvath 
@PamGrier 
@ava ⤵ https://t.co/xH3NbT85QN",Direct7E,0,0.35793999461916715
328,324,neutral,0,Sun Sep 30 21:22:47 +0000 2018,1046510696312328193,,,united,"Thanks @TamikaDMallory!! Looks like we will have to make all of the Airlines adopt better policies to stop the racial targeting and humiliation of Blacks, Asians and all POC!  And now babies!! SHAME @united!! https://t.co/I0UAIbgBCg",barbs73,0,0.25894747914441985
329,325,neutral,0,Sun Sep 30 21:21:32 +0000 2018,1046510381026369537,,,united,"📣 @united Airlines had Cops/Marshall remove black man off✈said disruptive. LIES! 2 white men yelling+actingout+drunk United did ZERO about 2 whites drunk as skunks b4 United✈took off WHICH IS A FLIGHT RISK! United mad it was video taped
@barbs73 
@sinbadbad 
@RepKarenBass 
@AP https://t.co/LOkYRBlpcv",Direct7E,0,0.39259706457794036
330,326,neutral,0,Sun Sep 30 21:21:15 +0000 2018,1046510310658658305,,,united,"iad -&gt; mci

on @united",andrewjmcclure1,0,0.11985969459585821
331,327,neutral,0,Sun Sep 30 21:21:02 +0000 2018,1046510254022750208,,,united,Anyone have airline recommendations? @united is offering #ThoughtsAndPrayers in response to an encounter with dehumanizing corporate bias towards higher-spending customers. https://t.co/y4aI0lMBGE,ResistSunset,1,0.5579135688167949
332,328,neutral,0,Sun Sep 30 21:18:38 +0000 2018,1046509650227732481,,,united,Great way to rip off your customers @united charging $30 to transfer @MileagePlus miles between accounts! Miles that have already been earned! Great customer service!,bronzeeviki,1,0.5331338729163482
333,329,neutral,0,Sun Sep 30 21:16:34 +0000 2018,1046509131127877633,,,united,"What is the @united policy and where can I find it? 

#CallingBS https://t.co/HE42mDXjQY",ResistSunset,0,0.4963981769319092
334,330,neutral,0,Sun Sep 30 21:16:26 +0000 2018,1046509096717803520,,,united,"2: I’ve never had a flight attendant be so cold, unhelpful and rude. @united this guy should be fired. Other people with larger bags than mine were let on and gate checking gear risks my entire livelihood. Now I’m crying in my seat while he’s up flirting with other passengers.",carrie_swails,0,0.4247802117146383
335,331,neutral,0,Sun Sep 30 21:14:44 +0000 2018,1046508667980443649,,,united,"some people will probably complain that e+ doesn’t have seat back screens. i would rather use my own device. smart, @united. https://t.co/VylyKeNU6d",TheMayorPete,1,0.5516022722553358
336,332,neutral,0,Sun Sep 30 21:14:16 +0000 2018,1046508550879494145,,,united,Flight 4785 to Grand Junction with thousands in photography gear + a bag small enough to fit. The  attendant rudely turns me away after two people said the bag is fine. Now you’ve got a 6 month pregnant lady crying on the tarmac repacking her bag trying to save her gear @united,carrie_swails,0,0.30839585024390087
